x1,x2,label
1.073291080145463,1.225678855459696,1
1.1787942299034166,0.9791166525313353,1
0.917976201270847,0.8519373909765657,1
0.9234537143698385,1.0586570359986516,1
1.2234297871242528,0.7579499799172345,1
0.9532683601996133,0.7848877894332007,1
0.774785794548414,0.8702463285570927,1
1.1294445641488728,0.8813356294011516,1
0.8965983382017622,0.9464150105502906,1
1.1035465056877636,0.8232933520752621,1
0.9354309177179223,0.7692306122591318,1
1.0102793034423996,1.1986171428675325,1
1.1284134616578174,0.9447854174771598,1
0.8319530566122981,1.0981950282965838,1
1.0455263975178855,1.1834247496486696,1
0.9351313889379154,0.8780207987168387,1
0.860265861455397,1.2162114834929754,1
0.7921749887812489,1.1665457764893854,1
0.7858633908133165,0.9141955637531942,1
1.1782228419978638,0.9133442163698196,1
1.1123781741642957,1.2329402731848944,1
1.177610676715992,1.088116441390368,1
0.8937492957283054,0.8005579980425237,1
1.1428084451648974,0.842666986168157,1
0.9632900891045122,0.8039336766588498,1
0.8236653322728079,1.0427333384018111,1
1.101126210106393,0.8048650879306213,1
1.2250831747912474,1.0614042712694227,1
0.8377234544078722,1.2355249487183024,1
0.8571960390494004,1.10135485708215,1
1.0539210701276687,1.0809504050861547,1
0.9137156510468534,1.079238589771638,1
1.2297806927479467,1.155191547799887,1
1.0513096006213194,0.7623154715845191,1
0.9020806112247489,0.9173009623272408,1
0.8457111185804609,0.8947579087322151,1
1.11342963628413,0.9535226470776158,1
1.1687162958560084,0.9890649441873649,1
0.8747443027530195,1.0728388146076193,1
1.1643067651653738,0.7866281165534761,1
0.9172277730191019,0.9244593716349784,1
1.2018426289642645,1.1107311208714852,1
0.7800082383698135,1.1478893922984688,1
1.1496027537683235,0.945128113432945,1
1.0652391743030176,0.8088857429611231,1
1.042906327724312,1.0718343248797204,1
0.9937333757217776,0.757914731492593,1
1.2176318536042425,0.9928755230206749,1
1.2110971813653308,1.071648686418974,1
1.242156494999051,1.1424814082122388,1
1.1268509472076143,0.9025897157662885,1
1.0085710120877898,1.0685711867507106,1
0.9171659753212709,0.8670851164690785,1
1.1374823048174267,0.8253677910939032,1
1.185618394437263,1.0477994754991693,1
0.9097978538272535,0.7725906861328162,1
1.1557540526545225,0.7731341833508486,1
0.763593129514031,0.8209153593768468,1
1.1642788604962522,1.0631361076160315,1
0.9844952809336156,0.898250775074798,1
1.1343329951187426,0.9991128338407342,1
1.0739733513621323,1.0368745983435232,1
1.1345772834371899,0.7824726048060078,1
0.9015072837249836,0.9975790755549683,1
1.0717143139155936,0.8972329076247304,1
1.1338150245910268,0.7537188440492333,1
1.0215864715591247,1.080192563139732,1
1.0871491472750436,0.9554150640014031,1
1.1771378278724425,1.232937739365531,1
1.0671313245732281,1.1821589598888715,1
0.8802959244999711,0.9806533149958976,1
0.9446750474017445,0.8706704446525102,1
1.209224418807338,0.7941365066281858,1
1.166254132611612,0.7741065393190261,1
1.1124168738349887,0.9434609183821883,1
1.1121063221277003,1.168577075091299,1
1.1167465083204209,1.044414349623926,1
1.1969187191890682,0.773413595968177,1
1.1878564450422504,1.0921350630691866,1
0.8541233935820716,0.9927506557118694,1
0.8881692072327941,1.1502965588153682,1
1.0571387809785135,1.117717121462898,1
1.0603141276807369,0.7787419483679217,1
0.8087246002983838,1.05089806891374,1
0.8619154185820737,0.8376447185070246,1
1.0730747534976326,0.927716438675195,1
1.0914537201376004,1.0020733084536566,1
0.9343549633068108,1.2129967548711735,1
0.8743078640221003,1.1572631210907762,1
0.8400988297948362,0.9452115183773386,1
0.9231037830533385,0.8219497257482582,1
1.1282080379419681,0.7857741102559597,1
