center_x,center_y
0.8528303043713537,0.9878233626377886
0.25063410545298326,1.8636189515436639
1.7769629508781153,1.860763654033877
0.26016568518411926,1.0836147196461154
0.2242681431235496,1.597008601729468
1.7690999366137257,1.5655688743402547
0.21674172031801076,0.25973995899248065
1.7818260848445027,0.270064023039251
0.6875838718233531,1.7782882567080336
1.1597369837193625,0.988050441650077
0.6841767189971993,0.18296664442979232
1.3289080654867993,1.7818990955876746
1.3411860649438734,0.23668634822876886
Error = 39.02000225277688
